,PBA,PUBCLIM,SQFTC,WLCNS,RFCNS,RFCOOL,RFTILT,BLDSHP,GLSSPC,NFLOOR,FLCEILHT,ATTIC,YRCONC,PBAPLUS,FACIL,GOVOWN,OWNTYPE,OWNOPR,MONUSE,OPNMF,OPNWE,NWKER,WATR,EGYUSED,ELUSED,NGUSED,SOHT1,FKHT2,PRHT2,COHT2,SOHT2,NGCOOL,FKCOOL,PRCOOL,OTCOOL,ELWATR,NGWATR,FKWATR,PRWATR,WOWATR,COWATR,SOWATR,OTWATR,ELCOOK,NGCOOK,FKCOOK,PRCOOK,COCOOK,OTCOOK,NGMANU,FKMANU,PRMANU,HWMANU,OTMANU,NGGENR,PRGENR,COGENR,NGOTH,FKOTH,PROTH,CWOTH,WOOTH,SOOTH,OTOTH,RFGEQP,LTEXPC,PKLT,WINTYP,HDD65,Y_Class
81,17,4,6,1,4,1,3,6,2,2,12,2,8,36,2,2,2,1,12,1,1,25,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,2,3180,1
82,2,3,8,2,4,1,1,2,3,3,12,1,4,2,1,2,2,1,12,1,2,200,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,4153,1
83,1,4,2,1,5,2,3,2,3,1,8,1,7,1,2,1,10,1,0,3,2,0,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,2,3858,0
84,14,3,8,1,6,2,1,4,2,2,10,2,4,29,2,1,10,1,12,1,1,200,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,2.0,2,5462,1
85,2,3,5,1,5,1,2,6,3,4,12,1,2,4,1,1,8,1,12,1,2,60,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,2,4251,0
86,18,4,6,4,2,2,2,4,3,4,10,1,7,40,2,2,1,1,12,1,1,50,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,2.0,2,2151,0
87,14,3,8,1,8,2,1,4,6,6,14,1,2,55,2,1,10,1,12,1,1,300,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,1,3948,1
88,14,7,5,1,4,2,3,9,3,3,8,1,4,27,1,2,6,1,9,1,2,30,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,1,5869,0
89,17,2,7,1,1,1,1,7,3,4,8,2,3,36,1,2,4,1,12,1,1,60,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,6655,1
92,14,4,6,1,1,1,1,7,5,1,10,2,3,54,1,1,9,1,10,1,2,50,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,1,864,0
93,5,4,8,2,6,1,1,5,2,1,40,2,9,9,2,2,2,2,12,1,2,100,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,2187,0
94,14,3,4,1,4,2,1,8,4,2,10,2,7,31,2,2,2,1,12,1,2,30,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,1.0,2,3967,0
95,13,3,6,3,1,1,1,2,4,4,10,2,5,23,1,1,10,1,12,1,1,30,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,5347,1
96,15,2,2,1,4,2,1,2,1,1,20,2,4,32,2,2,3,1,12,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,2,7821,0
97,5,1,4,3,5,1,2,2,1,2,12,2,8,10,2,2,3,1,12,1,2,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,1,7736,0
98,18,2,8,1,6,1,1,5,3,7,9,1,4,37,1,1,9,1,12,1,1,40,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0,3.0,2.0,2,4908,1
99,14,2,6,3,4,2,2,8,3,1,9,2,7,28,1,1,9,1,9,1,2,45,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,5203,0
100,5,2,7,1,6,2,2,6,3,3,15,2,3,9,2,2,2,1,12,1,2,15,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,1,6938,0
101,2,1,2,1,4,2,2,2,4,2,12,2,8,2,2,2,3,2,12,1,1,9,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,7646,0
102,2,5,2,4,5,2,3,2,2,1,25,2,5,2,2,2,3,1,12,1,2,10,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1.0,1.0,2.0,1,1282,0
103,4,4,8,1,6,2,1,7,3,4,10,1,4,8,1,1,8,1,12,1,1,315,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,2.0,2,3520,1
104,25,4,5,4,5,1,2,9,2,1,25,1,4,43,1,2,2,1,12,1,1,22,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,3,3278,0
105,5,5,6,2,6,1,1,2,3,1,20,2,7,9,2,2,2,1,12,1,1,55,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,1,1313,0
106,2,2,7,3,2,2,3,4,3,4,9,1,2,4,2,1,8,1,12,1,2,150,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,6123,1
107,2,5,7,2,6,2,1,2,4,6,12,2,7,2,1,2,2,1,12,1,2,300,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,1.0,2,1585,1
108,2,5,5,3,1,2,1,8,4,4,8,2,6,2,1,2,2,1,12,1,1,60,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,1,1517,1
109,18,4,8,1,1,2,1,10,3,9,10,2,4,37,1,1,9,1,12,1,1,22,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,2.0,2,1943,1
110,26,5,6,8,8,1,3,9,2,1,25,2,4,47,1,2,3,1,12,1,1,60,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1.0,1.0,1.0,1,1139,0
111,26,4,3,2,2,1,1,1,3,1,24,2,8,46,1,2,2,1,12,1,2,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,1504,0
112,26,2,2,5,5,1,3,2,2,2,16,1,3,48,1,2,3,2,12,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,4,6968,0
113,25,4,6,3,1,1,1,2,2,1,18,2,8,42,2,2,3,1,12,1,1,35,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,1.0,2,2849,0
114,2,2,7,6,1,2,1,1,6,7,12,2,5,6,1,2,3,2,12,1,1,80,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,6034,1
115,5,4,8,3,6,1,1,2,1,2,22,2,4,9,2,2,2,1,12,1,1,100,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,1.0,2,4025,1
116,8,1,6,1,1,2,1,2,4,4,10,2,7,19,2,2,3,1,12,1,1,45,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,7979,1
117,17,4,6,1,2,2,3,11,2,1,9,1,8,36,2,2,3,1,12,1,1,50,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,3880,1
118,14,3,2,5,5,1,2,3,1,1,8,2,8,30,2,1,8,1,9,1,2,5,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,4987,0
119,25,2,6,3,6,1,1,1,1,1,12,2,8,42,2,2,3,1,12,1,1,25,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,2,5694,0
120,18,7,8,1,6,1,1,2,4,994,8,1,6,38,2,2,3,1,12,1,1,60,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,5615,1
121,15,3,3,1,6,1,1,2,1,1,25,2,5,32,2,2,2,1,12,1,1,13,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,6012,0
122,2,2,8,6,7,1,1,1,5,995,12,2,6,2,2,2,3,1,12,1,1,900,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,5953,1
123,2,3,7,1,6,1,1,2,2,6,9,2,7,5,1,2,2,1,12,1,1,200,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,3,4124,1
124,26,2,3,5,5,2,3,2,1,1,14,1,7,46,2,2,3,1,12,1,2,6,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,4,5688,0
125,5,3,7,3,4,2,1,2,2,2,20,2,5,9,2,2,1,1,12,1,1,10,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,4183,0
126,5,2,8,3,6,2,1,9,1,1,40,2,7,9,2,2,2,1,12,1,1,175,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1.0,4.0,1.0,2,5553,1
127,18,3,7,1,6,2,1,5,3,994,12,1,5,37,1,2,6,1,12,1,1,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,2,4435,1
128,25,2,6,3,6,1,1,2,1,1,35,2,7,42,2,2,2,1,12,1,1,25,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,1,7437,1
129,12,4,4,4,5,1,3,2,2,1,10,2,8,21,2,2,4,1,12,2,1,4,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,2921,0
130,12,4,3,1,4,2,3,2,1,2,8,2,8,21,2,2,4,1,12,2,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,3577,0
131,15,3,2,4,1,2,1,2,2,1,9,1,2,34,2,2,3,1,12,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,1,5506,0
132,18,2,2,1,4,2,3,1,2,2,9,1,8,37,1,2,3,2,12,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,2.0,2,5071,0
133,5,5,9,5,5,1,2,2,1,1,34,2,8,9,1,2,2,2,12,1,2,300,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,4,1501,1
134,25,2,7,3,6,1,1,2,1,1,17,2,7,42,2,2,2,1,12,1,1,80,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,4,4945,1
135,2,3,2,4,4,2,3,2,1,2,8,2,2,2,1,2,5,1,12,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,1,5241,0
136,12,5,4,1,5,2,3,2,3,1,9,2,7,21,2,2,4,1,12,1,1,8,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,2348,0
137,14,4,6,1,1,1,1,9,3,2,10,2,3,28,2,1,10,1,9,1,2,20,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,1,2195,0
138,25,4,6,3,8,1,1,2,1,1,20,2,7,42,2,2,2,1,12,1,1,80,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,2,4294,1
139,5,3,9,2,1,2,2,2,1,1,35,2,7,9,2,2,1,1,9,1,1,185,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1.0,3.0,1.0,1,5034,1
140,13,5,6,1,6,1,1,2,3,3,30,2,8,22,1,2,5,1,10,1,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,3,1404,0
141,5,5,3,3,8,1,2,2,1,1,9,2,5,10,1,2,1,1,12,2,2,0,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,1,1394,0
142,16,7,10,1,1,2,1,2,3,7,16,2,4,35,1,2,5,1,12,1,1,3250,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,2443,1
143,14,2,8,1,6,1,1,7,4,3,9,2,9,55,2,2,5,1,10,1,1,200,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,5493,1
144,2,5,6,1,5,2,2,8,4,4,10,1,7,4,2,1,10,1,12,1,2,150,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,2.0,2,1799,1
145,5,2,7,1,6,2,2,2,3,5,9,1,2,11,1,2,3,1,12,1,1,7,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,1,6819,0
146,2,4,2,1,4,1,2,9,1,1,8,2,2,2,2,2,2,1,12,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,1,2748,0
147,15,1,2,1,6,1,1,2,3,1,12,2,3,33,2,2,2,1,12,1,1,7,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,2,8906,0
148,5,3,9,1,6,2,1,2,3,2,12,2,5,10,1,2,3,1,12,1,2,150,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,3,4162,1
149,2,5,8,1,8,2,1,2,3,995,12,2,6,2,1,2,1,1,12,1,1,800,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,1,1485,1
150,18,7,5,1,7,2,3,1,3,2,10,1,6,38,2,2,2,2,12,1,1,10,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,2.0,1,4933,0
151,2,4,9,1,5,2,2,4,3,994,10,2,6,6,2,2,1,1,12,1,1,2192,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,2079,1
152,25,5,8,3,6,1,1,2,1,1,17,2,8,42,2,2,2,1,12,1,1,150,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,1090,1
153,16,7,7,1,6,1,1,5,3,2,8,2,9,35,1,2,5,1,12,1,1,110,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1.0,1.0,2.0,2,3573,1
154,24,7,9,3,6,1,2,10,2,2,16,1,6,51,1,2,2,1,12,1,1,400,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,1,4472,1
155,14,1,6,1,6,2,1,6,2,1,8,2,7,55,2,1,10,1,10,1,1,80,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,2.0,2,8216,0
156,15,4,3,3,5,2,1,2,4,2,12,1,9,33,2,2,2,2,12,1,1,21,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,1,2899,0
157,13,2,2,3,4,2,3,2,2,1,15,2,9,24,2,1,10,1,4,1,1,12,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,2.0,1,6549,0
158,16,7,10,1,1,1,1,4,3,994,10,2,4,35,2,1,97,1,12,1,1,2200,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,3,2440,1
159,14,7,4,1,4,2,3,9,2,1,8,1,9,27,1,2,6,1,12,1,1,16,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,2,6898,0
160,18,4,6,8,8,2,2,7,3,2,9,2,5,40,2,2,2,1,12,1,1,25,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,1830,1
161,13,3,6,1,1,1,1,9,2,2,18,2,9,24,1,2,5,1,12,1,1,30,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,4255,1
162,1,2,2,3,1,1,1,3,2,1,9,2,3,1,1,2,2,1,0,3,2,0,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,1,5365,0
163,2,2,4,1,5,2,3,2,3,2,9,2,8,2,2,1,10,1,12,1,2,11,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,5902,0
164,5,4,5,2,6,1,1,2,2,1,15,2,5,10,1,2,2,2,12,1,1,20,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0,2.0,2.0,1,1086,0
165,2,3,4,1,4,1,1,11,3,3,15,2,9,2,2,2,3,1,12,1,1,8,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,4385,0
166,2,2,7,1,6,1,2,9,4,4,9,2,6,2,2,2,1,1,12,1,1,450,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,2,6235,1
167,13,2,7,1,6,1,1,11,4,5,25,2,8,25,2,1,10,2,12,1,1,50,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,7446,1
168,2,4,2,8,5,1,3,2,1,1,8,2,5,7,2,2,3,1,12,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,1,3716,0
169,14,3,8,1,7,1,1,7,3,5,12,1,2,29,1,1,10,1,10,1,2,85,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,1,4769,1
170,2,2,5,4,6,1,1,2,4,3,10,2,5,2,2,2,2,1,12,1,1,75,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,1.0,2,8311,0
171,2,2,4,1,4,1,2,2,3,1,10,1,8,2,2,2,3,2,12,1,2,20,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,5111,0
172,2,5,8,6,6,1,1,1,6,8,12,2,7,2,1,2,1,1,12,1,1,850,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,3,1775,1
173,2,4,7,1,6,2,1,11,4,4,10,2,7,2,1,2,2,1,12,1,2,612,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,3699,1
